Log,Min SOC,Max SOC,SoH,shutdown min cell,shutdown max cell,boot min cell,boot max cell,min temp,max temp,Max Current,Cycle Number,logged wo sleep,cycle inc,shutdown min volt,shutdown max volt,boot min volt,boot max volt,shutdown capacity,accum charge,accum discharge,binary,,,,
66,82,83,0,9,11,9,11,25,25,7,4,0,0,4060,4100,4080,4100,8626,0,112,42 52 53 00 49 49 4E 07 00 04 00 B9 CC CD B9 CB CD B2 21 00 00 00 07 00 05 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
65,83,83,0,9,11,9,11,25,25,0,4,0,0,4080,4100,4080,4100,8749,0,0,41 53 53 00 49 49 4E 00 00 04 00 B9 CC CD B9 CC CD 2D 22 00 00 00 00 00 05 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
64,83,84,0,9,11,9,11,25,25,10,4,0,0,4080,4100,4080,4120,8759,0,96,40 53 54 00 49 49 4E 0A 00 04 00 B9 CC CE B9 CC CD 37 22 00 00 00 06 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
63,98,99,0,9,11,9,11,26,26,5,4,0,0,4160,4200,4160,4200,10350,0,32,3F 62 63 00 4A 4A 4E 05 00 04 00 B9 D0 D2 B9 D0 D2 6E 28 00 00 00 02 00 05 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
62,99,99,0,9,11,9,11,24,24,10,4,0,0,4220,4260,4220,4260,10398,0,32,3E 63 63 00 48 48 4D 0A 00 04 00 B9 D3 D5 B9 D3 D5 9E 28 00 00 00 02 00 05 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
61,99,100,0,9,11,9,11,24,24,8,4,0,0,4220,4260,4240,4260,10436,0,48,3D 63 64 00 48 48 4C 08 00 04 00 B9 D4 D5 B9 D3 D5 C4 28 00 00 00 03 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
60,34,100,0,9,11,4,11,21,27,0,4,0,0,4240,4260,3720,3740,10500,8750,0,3C 22 64 00 45 4B 75 00 00 04 00 B4 BA BB B9 D4 D5 04 29 2E 22 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
59,21,99,0,2,11,4,11,24,48,30,4,1,0,3680,3700,4200,4220,2246,23,8272,3B 15 63 00 48 60 5A 1E 00 04 40 B4 D2 D3 B2 B8 B9 C6 08 17 00 00 05 02 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
58,73,100,0,6,11,9,8,23,27,0,3,0,0,4320,4340,3980,4680,10499,7489,0,3A 49 64 00 47 4B 77 00 00 03 00 89 C7 EA B6 D8 D9 03 29 41 1D 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
57,56,100,0,7,10,6,5,23,26,0,3,0,1,3980,4580,3880,3880,10500,5477,0,39 38 64 00 47 4A 77 00 00 03 80 56 C2 C2 A7 C7 E5 04 29 65 15 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
56,56,57,0,8,11,8,11,30,30,35,3,0,0,3880,3880,3880,3900,5970,10,80,38 38 39 00 4E 4E 52 23 00 03 00 B8 C2 C3 B8 C2 C2 52 17 0A 00 00 05 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
55,57,100,0,8,11,0,7,26,34,28,3,0,0,3880,3900,4300,4300,6044,38,4464,37 39 64 00 4A 52 54 1C 00 03 00 70 D7 D7 B8 C2 C3 9C 17 26 00 00 17 01 05 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
54,57,100,0,0,7,6,5,24,26,0,3,0,0,4300,4320,3820,3840,10500,5618,0,36 39 64 00 48 4A 4F 00 00 03 00 56 BF C0 70 D7 D8 04 29 F2 15 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
53,44,86,0,8,5,6,11,27,36,34,3,1,0,3820,3820,4160,4180,4701,3,4368,35 2C 56 00 4B 54 57 22 00 03 40 B6 D0 D1 58 BF BF 5D 12 03 00 00 11 01 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
52,86,87,0,4,11,4,11,27,27,5,2,0,0,4160,4180,4180,4180,9073,0,80,34 56 57 00 4B 4B 51 05 00 02 00 B4 D1 D1 B4 D0 D1 71 23 00 00 00 05 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
51,87,88,0,4,11,6,11,26,26,29,2,0,0,4160,4180,4180,4200,9166,0,112,33 57 58 00 4A 4A 4F 1D 00 02 00 B6 D1 D2 B4 D0 D1 CE 23 00 00 00 07 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
50,88,92,0,6,11,6,11,25,26,31,2,0,0,4180,4200,4220,4240,9291,3,416,32 58 5C 00 49 4A 4F 1F 00 02 00 B6 D3 D4 B6 D1 D2 4B 24 03 00 00 1A 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
49,92,100,0,4,11,4,11,23,25,30,2,0,0,4220,4240,4300,4320,9706,33,800,31 5C 64 00 47 49 4D 1E 00 02 00 B4 D7 D8 B4 D3 D4 EA 25 21 00 00 32 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
48,63,100,0,4,7,6,5,24,27,0,2,0,0,4320,4320,3880,3880,10500,4938,0,30 3F 64 00 48 4B 52 00 00 02 00 56 C2 C2 74 D8 D8 04 29 4A 13 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
47,99,100,0,6,11,1,11,22,28,0,2,0,0,4320,4340,4260,4300,10500,14144,0,2F 63 64 00 46 4C 78 00 00 02 00 B1 D5 D7 B6 D8 D9 04 29 40 37 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
46,89,100,0,0,9,8,9,23,34,0,2,0,0,4280,4300,4140,4180,10499,1634,0,2E 59 64 00 47 52 52 00 00 02 00 98 CF D1 90 D6 D7 03 29 62 06 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
45,54,100,0,8,9,7,9,24,29,0,2,0,0,4280,4320,3800,3800,10500,6467,0,2D 36 64 00 48 4D 50 00 00 02 00 97 BE BE 98 D6 D8 04 29 43 19 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
44,99,100,0,8,9,8,9,24,24,0,2,0,0,4320,4340,4300,4320,10500,67,0,2C 63 64 00 48 48 4F 00 00 02 00 98 D7 D8 98 D8 D9 04 29 43 00 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
43,76,85,0,8,9,8,5,30,32,0,2,0,0,4320,4340,4000,4520,8935,936,0,2B 4C 55 00 4E 50 78 00 00 02 00 58 C8 E2 98 D8 D9 E7 22 A8 03 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
42,57,100,0,6,10,8,9,22,30,0,2,0,1,4300,4540,3820,3840,10500,6268,0,2A 39 64 00 46 4E 78 00 00 02 80 98 BF C0 A6 D7 E3 04 29 7C 18 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
41,99,100,0,8,9,8,9,21,25,0,2,0,0,4320,4340,4320,4340,10500,2030,0,29 63 64 00 45 49 77 00 00 02 00 98 D8 D9 98 D8 D9 04 29 EE 07 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
40,99,100,0,8,9,0,7,26,26,0,2,0,0,4320,4340,4220,4360,10500,1217,0,28 63 64 00 4A 4A 77 00 00 02 00 70 D3 DA 98 D8 D9 04 29 C1 04 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
39,57,100,0,0,7,8,9,23,26,0,2,0,1,4200,4560,3900,3940,10500,4608,0,27 39 64 00 47 4A 77 00 00 02 80 98 C3 C5 70 D2 E4 04 29 00 12 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
38,57,99,0,8,9,8,9,25,33,29,2,0,0,3900,3920,4300,4320,6033,85,4544,26 39 63 00 49 51 52 1D 00 02 00 98 D7 D8 98 C3 C4 91 17 55 00 00 1C 01 05 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
37,95,100,0,8,9,10,6,24,25,0,2,0,0,4320,4340,4260,4280,10500,781,0,25 5F 64 00 48 49 77 00 00 02 00 6A D5 D6 98 D8 D9 04 29 0D 03 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
36,95,97,0,10,6,10,6,24,24,6,2,0,0,4260,4280,4280,4300,9996,0,208,24 5F 61 00 48 48 4E 06 00 02 00 6A D6 D7 6A D5 D6 0C 27 00 00 00 0D 00 05 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
35,97,100,0,10,6,10,6,23,24,7,2,0,0,4280,4300,4320,4340,10214,0,272,23 61 64 00 47 48 4D 07 00 02 00 6A D8 D9 6A D6 D7 E6 27 00 00 00 11 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
34,99,100,0,10,6,8,9,23,27,0,2,0,0,4320,4340,4320,4340,10500,21072,64,22 63 64 00 47 4B 78 00 00 02 00 98 D8 D9 6A D8 D9 04 29 50 52 00 04 00 FF 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
33,81,100,0,8,9,5,9,24,26,0,2,0,0,4320,4340,4060,4380,10500,5406,0,21 51 64 00 48 4A 78 00 00 02 00 95 CB DB 98 D8 D9 04 29 1E 15 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
32,58,100,0,11,6,6,10,22,26,0,2,0,1,4080,4540,3840,3840,10500,5827,0,20 3A 64 00 46 4A 78 00 00 02 80 A6 C0 C0 6B CC E3 04 29 C3 16 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
31,58,59,0,6,10,6,11,25,25,0,2,0,0,3840,3840,3840,3860,6188,0,0,1F 3A 3B 00 49 49 57 00 00 02 00 B6 C0 C1 A6 C0 C0 2C 18 00 00 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
30,45,99,0,6,10,6,11,17,29,33,2,1,0,3840,3840,4320,4340,4864,150,5776,1E 2D 63 00 41 4D 4D 21 00 02 40 B6 D8 D9 A6 C0 C0 00 13 96 00 00 69 01 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
29,100,100,0,6,11,11,4,24,25,0,1,0,0,4320,4360,4200,4420,10500,53,0,1D 64 64 00 48 49 77 00 00 01 00 4B D2 DD B6 D8 DA 04 29 35 00 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
28,68,100,0,5,7,6,11,23,24,0,1,0,1,4080,4660,4000,4020,10500,3555,0,1C 44 64 00 47 48 77 00 00 01 80 B6 C8 C9 75 CC E9 04 29 E3 0D 00 00 00 00 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
27,68,68,0,6,11,0,0,26,26,6,1,0,0,4000,4020,0,0,7185,0,48,1B 44 44 00 4A 4A 4E 06 00 01 00 00 00 00 B6 C8 C9 11 1C 00 00 00 03 00 04 00 C0 28 AC 23 E2 09 0F A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B3 18 53 42 00 00 00 00 00 00 00 00 00,,,,
26,68,69,0,6,11,0,0,25,26,3,1,0,0,4000,4020,0,0,7238,1,32,256,131486,166,0,1A 44 45 00 49 4A 4E 03 00 01 00 00 00 00 B6 C8 C9 46 1C 01 00 00 02 00 04 00 E1 19 20 A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 62 69 32 42 00 00 00 00 00 00 00 00 00
25,69,69,0,6,11,0,0,24,25,5,1,0,0,4000,4040,0,0,7283,0,48,19 45 45 00 48 49 4D 05 00 01 00 00 00 00 B6 C8 CA 73 1C 00 00 00 03 00 04 00 C0 3F D6 30 E2 0E 13 A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 48 99 52 42 00 00 00 00 00 00 00 00 00,,,,
24,69,70,0,6,11,0,0,24,24,5,1,0,0,4020,4040,0,0,7336,10,16,256,135598,166,0,18 45 46 00 48 48 4D 05 00 01 00 00 00 00 B6 C9 CA A8 1C 0A 00 00 01 00 04 00 E1 1A 21 A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 64 F3 66 41 00 00 00 00 00 00 00 00 00
23,69,99,0,6,11,0,0,24,30,24,1,0,0,4000,4020,0,0,7351,6,3152,768,12302,101,0,17 45 63 00 48 4E 4D 18 00 01 00 00 00 00 B6 C8 C9 B7 1C 06 00 00 C5 00 04 00 E3 00 03 65 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 86 CB 44 45 00 00 00 00 00 00 00 00 00
22,99,100,0,6,11,0,0,26,28,0,1,0,0,4320,4340,0,0,10500,1070,0,16 63 64 00 4A 4C 78 00 00 01 00 00 00 00 B6 D8 D9 04 29 2E 04 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 50 AA 85 44 00 00 00 00 50 AA 85 C4 00 00 00 00 00 00 00 00 00,,,,
21,65,100,0,8,9,0,0,26,27,0,1,1,0,4000,4680,0,0,10500,4412,0,15 41 64 00 4A 4B 78 00 00 01 40 00 00 00 98 C8 EA 04 29 3C 11 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 81 60 FB 45 44 00 00 00 00 6C DF 89 C5 00 00 00 00 00 00 00 00 00,,,,
20,65,90,0,3,11,0,0,22,26,31,1,0,0,3940,3980,0,0,6880,73,2688,1024,16414,1130,12314,14 41 5A 00 46 4A 4C 1F 00 01 00 00 00 00 B3 C5 C7 E0 1A 49 00 00 A8 00 04 00 E4 01 04 6A A4 01 03 61 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 72 7B 23 45 00 00 00 00 00 00 00 00 00
19,90,99,0,3,11,0,0,23,26,29,1,0,0,4200,4220,0,0,9496,3,992,13 5A 63 00 47 4A 4E 1D 00 01 00 00 00 00 B3 D2 D3 18 25 03 00 00 3E 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6C E2 7A 44 00 00 00 00 00 00 00 00 00,,,,
18,36,100,0,3,11,0,0,24,28,0,1,0,0,4320,4340,0,0,10500,6933,0,12 24 64 00 48 4C 55 00 00 01 00 00 00 00 B3 D8 D9 04 29 15 1B 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0F 6C 43 00 00 00 00 78 A8 D8 C5 00 00 00 00 00 00 00 00 00,,,,
17,36,100,0,3,5,0,0,14,28,28,1,0,1,3780,3800,0,0,3803,124,6800,3072,24637,1121,20542,11 24 64 00 3E 4C 4B 1C 00 01 80 00 00 00 53 BD BE DB 0E 7C 00 00 A9 01 04 00 DC 03 06 61 E4 03 05 61 A4 01 04 65 64 01 03 61 00 76 BD FE 40 00 00 00 00 55 00 D1 45 00 00 00 00 00 00 00 00 00
16,99,100,0,3,11,0,0,16,18,0,0,0,0,4300,4320,0,0,10500,40,0,10 63 64 00 40 42 3E 00 00 00 00 00 00 00 B3 D7 D8 04 29 28 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 34 1C 20 42 00 00 00 00 34 1C 20 C2 00 00 00 00 00 00 00 00 00,,,,
15,94,100,0,3,11,0,0,22,22,0,0,0,0,4300,4320,0,0,10500,652,0,0F 5E 64 00 46 46 4B 00 00 00 00 00 00 00 B3 D7 D8 04 29 8C 02 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 60 D8 9A 42 00 00 00 00 0C 1B 23 C4 00 00 00 00 00 00 00 00 00,,,,
14,94,100,0,6,11,0,0,17,19,26,0,0,0,4220,4240,0,0,9925,60,576,0E 5E 64 00 41 43 44 1A 00 00 00 00 00 00 B6 D3 D4 C5 26 3C 00 00 24 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 94 4A 66 42 00 00 00 00 9D 28 01 44 00 00 00 00 00 00 00 00 00,,,,
13,52,100,0,6,10,0,0,22,25,0,0,0,0,4280,4300,0,0,10500,5152,0,0D 34 64 00 46 49 4E 00 00 00 00 00 00 00 A6 D6 D7 04 29 20 14 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 80 96 F5 42 00 00 00 00 5A FE A0 C5 00 00 00 00 00 00 00 00 00,,,,
12,52,59,0,6,11,0,0,23,24,9,0,0,0,3840,3840,0,0,5471,1,816,0C 34 3B 00 47 48 4B 09 00 00 00 00 00 00 B6 C0 C0 5F 15 01 00 00 33 00 04 00 80 0A E8 20 A2 07 0A A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 79 1A 4F 44 00 00 00 00 00 00 00 00 00,,,,
11,59,61,0,6,11,0,0,24,24,5,0,0,0,3900,3920,0,0,6300,0,160,0B 3B 3D 00 48 48 4C 05 00 00 00 00 00 00 B6 C3 C4 9C 18 00 00 00 0A 00 04 00 80 4E F3 31 A2 07 0C A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 6A FC 2A 43 00 00 00 00 00 00 00 00 00,,,,
10,61,62,0,6,11,0,0,25,25,5,0,0,0,3900,3920,0,0,6471,0,80,0A 3D 3E 00 49 49 4D 05 00 00 00 00 00 00 B6 C3 C4 47 19 00 00 00 05 00 04 00 80 79 E7 31 A2 07 0B A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A4 27 A0 42 00 00 00 00 00 00 00 00 00,,,,
9,62,69,0,6,11,0,0,23,25,6,0,0,0,3920,3940,0,0,6552,1,736,09 3E 45 00 47 49 4E 06 00 00 00 00 00 00 B6 C4 C5 98 19 01 00 00 2E 00 04 00 C0 B1 FB 34 E2 05 09 A6 A2 06 09 B3 00 00 00 00 00 00 00 00 00 00 00 00 00 E0 C5 3A 44 00 00 00 00 00 00 00 00 00,,,,
8,69,70,0,6,11,0,0,23,23,5,0,0,0,3960,3980,0,0,7300,0,112,08 45 46 00 47 47 4D 05 00 00 00 00 00 00 B6 C6 C7 84 1C 00 00 00 07 00 04 00 C0 16 6E 01 E2 05 08 56 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9C 1E E4 42 00 00 00 00 00 00 00 00 00,,,,
7,70,71,0,6,11,0,0,22,23,5,0,0,0,3980,4000,0,0,7415,0,112,07 46 47 00 46 47 4C 05 00 00 00 00 00 00 B6 C7 C8 F7 1C 00 00 00 07 00 04 00 C0 1A A7 13 E2 05 09 A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0E 92 E4 42 00 00 00 00 00 00 00 00 00,,,,
6,71,76,0,6,11,0,0,19,22,5,0,0,0,3980,4000,0,0,7530,0,496,06 47 4C 00 43 46 4C 05 00 00 00 00 00 00 B6 C7 C8 6A 1D 00 00 00 1F 00 04 00 C0 8F FF 20 DA 07 0A A3 E2 06 0A B6 00 00 00 00 00 00 00 00 00 00 00 00 00 C0 12 FE 43 00 00 00 00 00 00 00 00 00,,,,
5,76,77,0,6,11,0,0,18,18,1,0,0,0,4060,4060,0,0,8039,0,48,05 4C 4D 00 42 42 49 01 00 00 00 00 00 00 B6 CB CB 67 1F 00 00 00 03 00 04 00 C0 69 BC 14 D8 4B 60 B6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 62 3E 42 00 00 00 00 00 00 00 00 00,,,,
4,77,77,0,6,10,0,0,17,18,5,0,0,0,4060,4080,0,0,8087,0,16,04 4D 4D 00 41 42 49 05 00 00 00 00 00 00 A6 CB CC 97 1F 00 00 00 01 00 04 00 C0 69 BC 14 DA 08 0B A6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E8 14 BB 41 00 00 00 00 00 00 00 00 00,,,,
3,77,99,0,6,10,0,0,13,22,30,0,0,0,4040,4060,0,0,8111,21,2336,3072,24653,97,0,03 4D 63 00 3D 46 48 1E 00 00 00 00 00 00 A6 CA CB AF 1F 15 00 00 92 00 04 00 DC 04 06 61 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 D2 4D 11 45 00 00 00 00 00 00 00 00 00
2,99,99,0,6,11,0,0,23,23,1,0,0,0,4280,4300,0,0,10436,0,64,02 63 63 00 47 47 4C 01 00 00 00 00 00 00 B6 D6 D7 C4 28 00 00 00 04 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A4 BF 7E 42 00 00 00 00 00 00 00 00 00,,,,
1,80,100,0,6,11,0,0,24,25,0,0,0,0,4280,4300,0,0,10500,2647,0,01 50 64 00 48 49 4E 00 00 00 00 00 00 00 B6 D6 D7 04 29 57 0A 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 9C 41 11 44 00 00 00 00 67 70 25 C5 00 00 00 00 00 00 00 00 00,,,,
